BBOalert
Option
,1C,See chat message#16+; any distribution except 16-23 with 4441 distribution
1D--2H--2N--,3D,Iota; Trump Asking in !D
1D--2H--2N--,3H,Theta; Trump Asking in !H. Sets !H as the trump suit.
1D--2H--2N--,3S,Iota; Trump Asking in !S
1D--2H--2N--,3N,To Play
1D--2H--2N--3C--,3D,Less than Hx or xxx in !C
1D--2H--2N--3C--,3H,Hx or xxx in !C
1D--2H--2N--3C--,3S,HH or Hxx in !C
1D--2H--2N--3C--,3N,xxxx in !C
1D--2H--2N--3C--,4C,HHx or Hxxx in !C
1D--2H--2N--3C--,4D,HHxx in !C
1D--2H--2N--3C--,4H,xxxxx or xxxxxx in !C
1D--2H--2N--3C--,4S,Hxxxx or Hxxxxx in !C
1D--2H--2N--3C--,4N,HHxxx or HHxxxx in !C
1D--2H--2N--3C--3S--,4D,Beta; General Control Ask
1D--2H--2N--3C--3S--4D--,4H,4 ctrls.
1D--2H--2N--3C--3S--4D--,4S,5 ctrls.
1D--2H--2N--3C--3S--4D--,4N,6 ctrls.
1D--2H--2N--3C--3S--4D--,5C,7 ctrls.
1D--2H--2N--3C--3N--,4D,Beta; General Control Ask
1D--2H--2N--3C--3N--4D--,4H,4 ctrls.
1D--2H--2N--3C--3N--4D--,4S,5 ctrls.
1D--2H--2N--3C--3N--4D--,4N,6 ctrls.
1D--2H--2N--3C--3N--4D--,5C,7 ctrls.
1D--2H--2N--3C--4C--,4D,Beta; General Control Ask
1D--2H--2N--3C--4C--4D--,4H,4 ctrls.
1D--2H--2N--3C--4C--4D--,4S,5 ctrls.
1D--2H--2N--3C--4C--4D--,4N,6 ctrls.
1D--2H--2N--3C--4C--4D--,5C,7 ctrls.
1D--2H--2N--3C--4D--,4H,Beta; General Control Ask
1D--2H--2N--3C--4D--4H--,4S,4 ctrls.
1D--2H--2N--3C--4D--4H--,4N,5 ctrls.
1D--2H--2N--3C--4D--4H--,5C,6 ctrls.
1D--2H--2N--3C--4D--4H--,5D,7 ctrls.
1D--2H--2N--3C--4H--,4N,Beta; General Control Ask
1D--2H--2N--3C--4H--4N--,5C,4 ctrls.
1D--2H--2N--3C--4H--4N--,5D,5 ctrls.
1D--2H--2N--3C--4H--4N--,5H,6 ctrls.
1D--2H--2N--3C--4H--4N--,5S,7 ctrls.
1D--2H--2N--3C--4S--,4N,Beta; General Control Ask
1D--2H--2N--3C--4S--4N--,5C,4 ctrls.
1D--2H--2N--3C--4S--4N--,5D,5 ctrls.
1D--2H--2N--3C--4S--4N--,5H,6 ctrls.
1D--2H--2N--3C--4S--4N--,5S,7 ctrls.
1D--2H--2N--3D--,3H,Less than Hx or xxx in !D
1D--2H--2N--3D--,3S,Hx or xxx in !D
1D--2H--2N--3D--,3N,HH or Hxx in !D
1D--2H--2N--3D--,4C,xxxx in !D
1D--2H--2N--3D--,4D,HHx or Hxxx in !D
1D--2H--2N--3D--,4H,HHxx in !D
1D--2H--2N--3D--,4S,xxxxx or xxxxxx in !D
1D--2H--2N--3D--,4N,Hxxxx or Hxxxxx in !D
1D--2H--2N--3D--,5C,HHxxx or HHxxxx in !D
1D--2H--2N--3D--3N--,4C,Beta; General Control Ask
1D--2H--2N--3D--3N--4C--,4D,4 ctrls.
1D--2H--2N--3D--3N--4C--,4H,5 ctrls.
1D--2H--2N--3D--3N--4C--,4S,6 ctrls.
1D--2H--2N--3D--3N--4C--,4N,7 ctrls.
1D--2H--2N--3D--4C--,4H,Beta; General Control Ask
1D--2H--2N--3D--4C--4H--,4S,4 ctrls.
1D--2H--2N--3D--4C--4H--,4N,5 ctrls.
1D--2H--2N--3D--4C--4H--,5C,6 ctrls.
1D--2H--2N--3D--4C--4H--,5D,7 ctrls.
1D--2H--2N--3D--4D--,4H,Beta; General Control Ask
1D--2H--2N--3D--4D--4H--,4S,4 ctrls.
1D--2H--2N--3D--4D--4H--,4N,5 ctrls.
1D--2H--2N--3D--4D--4H--,5C,6 ctrls.
1D--2H--2N--3D--4D--4H--,5D,7 ctrls.
1D--2H--2N--3D--4H--,4N,Beta; General Control Ask
1D--2H--2N--3D--4H--4N--,5C,4 ctrls.
1D--2H--2N--3D--4H--4N--,5D,5 ctrls.
1D--2H--2N--3D--4H--4N--,5H,6 ctrls.
1D--2H--2N--3D--4H--4N--,5S,7 ctrls.
1D--2H--2N--3D--4S--,4N,Beta; General Control Ask
1D--2H--2N--3D--4S--4N--,5C,4 ctrls.
1D--2H--2N--3D--4S--4N--,5D,5 ctrls.
1D--2H--2N--3D--4S--4N--,5H,6 ctrls.
1D--2H--2N--3D--4S--4N--,5S,7 ctrls.
1D--2H--2N--3H--,3S,shortage in !H
1D--2H--2N--3H--,3N,Singleton Honour or xx in !H
1D--2H--2N--3H--,4C,Hx or xxx in !H
1D--2H--2N--3H--3S--,4C,Beta; General Control Ask
1D--2H--2N--3H--3S--4C--,4D,4 ctrls.
1D--2H--2N--3H--3S--4C--,4H,5 ctrls.
1D--2H--2N--3H--3S--4C--,4S,6 ctrls.
1D--2H--2N--3H--3S--4C--,4N,7 ctrls.
1D--2H--2N--3H--3N--,4C,Beta; General Control Ask
1D--2H--2N--3H--3N--4C--,4D,4 ctrls.
1D--2H--2N--3H--3N--4C--,4H,5 ctrls.
1D--2H--2N--3H--3N--4C--,4S,6 ctrls.
1D--2H--2N--3H--3N--4C--,4N,7 ctrls.
1D--2H--2N--3H--4C--,4D,Beta; General Control Ask
1D--2H--2N--3H--4C--4D--,4H,4 ctrls.
1D--2H--2N--3H--4C--4D--,4S,5 ctrls.
1D--2H--2N--3H--4C--4D--,4N,6 ctrls.
1D--2H--2N--3H--4C--4D--,5C,7 ctrls.
1D--2H--2N--3S--,3N,Less than Hx or xxx in !S
1D--2H--2N--3S--,4C,Hx or xxx in !S
1D--2H--2N--3S--,4D,HH or Hxx in !S
1D--2H--2N--3S--,4H,xxxx in !S
1D--2H--2N--3S--,4S,HHx or Hxxx in !S
1D--2H--2N--3S--,4N,HHxx in !S
1D--2H--2N--3S--4D--,4H,Beta; General Control Ask
1D--2H--2N--3S--4D--4H--,4S,4 ctrls.
1D--2H--2N--3S--4D--4H--,4N,5 ctrls.
1D--2H--2N--3S--4D--4H--,5C,6 ctrls.
1D--2H--2N--3S--4D--4H--,5D,7 ctrls.
1D--2H--2N--3S--4H--,4N,Beta; General Control Ask
1D--2H--2N--3S--4H--4N--,5C,4 ctrls.
1D--2H--2N--3S--4H--4N--,5D,5 ctrls.
1D--2H--2N--3S--4H--4N--,5H,6 ctrls.
1D--2H--2N--3S--4H--4N--,5S,7 ctrls.
1D--2H--2N--3S--4S--,4N,Beta; General Control Ask
1D--2H--2N--3S--4S--4N--,5C,4 ctrls.
1D--2H--2N--3S--4S--4N--,5D,5 ctrls.
1D--2H--2N--3S--4S--4N--,5H,6 ctrls.
1D--2H--2N--3S--4S--4N--,5S,7 ctrls.
1D--2H--2N--3N--,4C,Beta; General Control Ask
1D--2H--2N--3N--4C--,4D,0-4 ctrls.
1D--2H--2N--3N--4C--,4H,5 ctrls.
1D--2H--2N--3N--4C--,4S,6 ctrls.
1D--2H--2N--3N--4C--,4N,7 ctrls.
1D--2H--2N--3N--4C--,5C,8 ctrls.
1D--2H--2N--3N--4C--,5D,9 ctrls.
1D--2H--3C--,4C,Beta; General Control Ask
1D--2H--3C--4C--,4D,No ctrls.
1D--2H--3C--4C--,4H,1 Control
1D--2H--3C--4C--,4S,2 ctrls.
1D--2H--3C--4C--,4N,3 ctrls.
1D--2H--3D--,4C,Beta; General Control Ask
1D--2H--3D--4C--,4D,0-4 ctrls.
1D--2H--3D--4C--,4H,5 ctrls.
1D--2H--3D--4C--,4S,6 ctrls.
1D--2H--3D--4C--,4N,7 ctrls.
1D--2S--,2N,Less than Qxx or xxxx in !S; 0-4 ctrls.
1D--2S--,3C,Less than Qxx or xxxx in !S; 4+ ctrls.
1D--2S--,3D,Qxx or xxxx or better in !S; 0-3 ctrls.
1D--2S--,3H,Qxx or xxxx in !S; 4+ ctrls.
1D--2S--,3S,Qxxx or better in !S; 4 ctrls.
1D--2S--,3N,Qxxx or better in !S; 5 ctrls.
1D--2S--,4C,Qxxx or better in !S; 6 ctrls.
1D--2S--,4D,Qxxx or better in !S; 7+ ctrls.
1D--2S--2N--,3C,Iota; Trump Asking in !C
1D--2S--2N--,3D,Iota; Trump Asking in !D
1D--2S--2N--,3H,Iota; Trump Asking in !H.
1D--2S--2N--,3S,Theta; Trump Asking in !S. Sets !S as Trumps
1D--2S--2N--,3N,To Play
1D--2S--2N--3C--,3D,Less than Hx or xxx in !C
1D--2S--2N--3C--,3H,Hx or xxx in !C
1D--2S--2N--3C--,3S,HH or Hxx in !C
1D--2S--2N--3C--,3N,xxxx in !C
1D--2S--2N--3C--,4C,HHx or Hxxx in !C
1D--2S--2N--3C--,4D,HHxx in !C
1D--2S--2N--3C--,4H,xxxxx or xxxxxx in !C
1D--2S--2N--3C--,4S,Hxxxx or Hxxxxx in !C
1D--2S--2N--3C--,4N,HHxxx or HHxxxx in !C
1D--2S--2N--3C--3S--,4D,Beta; General Control Ask
1D--2S--2N--3C--3S--4D--,4H,No ctrls.
1D--2S--2N--3C--3S--4D--,4S,1 ctrls.
1D--2S--2N--3C--3S--4D--,4N,2 ctrls.
1D--2S--2N--3C--3S--4D--,5C,3 ctrls.
1D--2S--2N--3C--3N--,4D,Beta; General Control Ask
1D--2S--2N--3C--3N--4D--,4H,No ctrls.
1D--2S--2N--3C--3N--4D--,4S,1 ctrls.
1D--2S--2N--3C--3N--4D--,4N,2 ctrls.
1D--2S--2N--3C--3N--4D--,5C,3 ctrls.
1D--2S--2N--3C--4C--,4D,Beta; General Control Ask
1D--2S--2N--3C--4C--4D--,4H,No ctrls.
1D--2S--2N--3C--4C--4D--,4S,1 ctrls.
1D--2S--2N--3C--4C--4D--,4N,2 ctrls.
1D--2S--2N--3C--4C--4D--,5C,3 ctrls.
1D--2S--2N--3C--4D--,4H,Beta; General Control Ask
1D--2S--2N--3C--4D--4H--,4S,No ctrls.
1D--2S--2N--3C--4D--4H--,4N,1 ctrls.
1D--2S--2N--3C--4D--4H--,5C,2 ctrls.
1D--2S--2N--3C--4D--4H--,5D,3 ctrls.
1D--2S--2N--3C--4H--,4N,Beta; General Control Ask
1D--2S--2N--3C--4H--4N--,5C,No ctrls.
1D--2S--2N--3C--4H--4N--,5D,1 ctrls.
1D--2S--2N--3C--4H--4N--,5H,2 ctrls.
1D--2S--2N--3C--4H--4N--,5S,3 ctrls.
1D--2S--2N--3C--4S--,4N,Beta; General Control Ask
1D--2S--2N--3C--4S--4N--,5C,No ctrls.
1D--2S--2N--3C--4S--4N--,5D,1 ctrls.
1D--2S--2N--3C--4S--4N--,5H,2 ctrls.
1D--2S--2N--3C--4S--4N--,5S,3 ctrls.
1D--2S--2N--3D--,3H,Less than Hx or xxx in !D
1D--2S--2N--3D--,3S,Hx or xxx in !D
1D--2S--2N--3D--,3N,HH or Hxx in !D
1D--2S--2N--3D--,4C,xxxx in !D
1D--2S--2N--3D--,4D,HHx or Hxxx in !D
1D--2S--2N--3D--,4H,HHxx in !D
1D--2S--2N--3D--,4S,xxxxx or xxxxxx in !D
1D--2S--2N--3D--,4N,Hxxxx or Hxxxxx in !D
1D--2S--2N--3D--,5C,HHxxx or HHxxxx in !D
1D--2S--2N--3D--3N--,4C,Beta; General Control Ask
1D--2S--2N--3D--3N--4C--,4D,No ctrls.
1D--2S--2N--3D--3N--4C--,4H,1 ctrls.
1D--2S--2N--3D--3N--4C--,4S,2 ctrls.
1D--2S--2N--3D--3N--4C--,4N,3 ctrls.
1D--2S--2N--3D--4C--,4H,Beta; General Control Ask
1D--2S--2N--3D--4C--4H--,4S,No ctrls.
1D--2S--2N--3D--4C--4H--,4N,1 ctrls.
1D--2S--2N--3D--4C--4H--,5C,2 ctrls.
1D--2S--2N--3D--4C--4H--,5D,3 ctrls.
1D--2S--2N--3D--4D--,4H,Beta; General Control Ask
1D--2S--2N--3D--4D--4H--,4S,No ctrls.
1D--2S--2N--3D--4D--4H--,4N,1 ctrls.
1D--2S--2N--3D--4D--4H--,5C,2 ctrls.
1D--2S--2N--3D--4D--4H--,5D,3 ctrls.
1D--2S--2N--3D--4H--,4N,Beta; General Control Ask
1D--2S--2N--3D--4H--4N--,5C,No ctrls.
1D--2S--2N--3D--4H--4N--,5D,1 ctrls.
1D--2S--2N--3D--4H--4N--,5H,2 ctrls.
1D--2S--2N--3D--4H--4N--,5S,3 ctrls.
1D--2S--2N--3D--4S--,4N,Beta; General Control Ask
1D--2S--2N--3D--4S--4N--,5C,No ctrls.
1D--2S--2N--3D--4S--4N--,5D,1 ctrls.
1D--2S--2N--3D--4S--4N--,5H,2 ctrls.
1D--2S--2N--3D--4S--4N--,5S,3 ctrls.
1D--2S--2N--3H--,3S,Less than Hx or xxx in !H
1D--2S--2N--3H--,3N,Hx or xxx in !H
1D--2S--2N--3H--,4C,HH or Hxx in !H
1D--2S--2N--3H--,4D,xxxx in !H
1D--2S--2N--3H--,4H,HHx or Hxxx in !H
1D--2S--2N--3H--,4S,HHxx in !H
1D--2S--2N--3H--3S--,4C,Beta; General Control Ask
1D--2S--2N--3H--3S--4C--,4D,4 ctrls.
1D--2S--2N--3H--3S--4C--,4H,5 ctrls.
1D--2S--2N--3H--3S--4C--,4S,6 ctrls.
1D--2S--2N--3H--3S--4C--,4N,7 ctrls.
1D--2S--2N--3H--3N--,4C,Beta; General Control Ask
1D--2S--2N--3H--3N--4C--,4D,No ctrls.
1D--2S--2N--3H--3N--4C--,4H,1 ctrls.
1D--2S--2N--3H--3N--4C--,4S,2 ctrls.
1D--2S--2N--3H--3N--4C--,4N,3 ctrls.
1D--2S--2N--3H--4C--,4D,Beta; General Control Ask
1D--2S--2N--3H--4C--4D--,4H,No ctrls.
1D--2S--2N--3H--4C--4D--,4S,1 ctrls.
1D--2S--2N--3H--4C--4D--,4N,2 ctrls.
1D--2S--2N--3H--4C--4D--,5C,3 ctrls.
1D--2S--2N--3H--4D--,4N,Beta; General Control Ask
1D--2S--2N--3H--4D--4N--,5C,No ctrls.
1D--2S--2N--3H--4D--4N--,5D,1 Control
1D--2S--2N--3H--4D--4N--,5H,2 ctrls.
1D--2S--2N--3H--4D--4N--,5S,3 ctrls.
1D--2S--2N--3H--4H--,4N,Beta; General Control Ask
1D--2S--2N--3H--4H--4N--,5C,No ctrls.
1D--2S--2N--3H--4H--4N--,5D,1 Control
1D--2S--2N--3H--4H--4N--,5H,2 ctrls.
1D--2S--2N--3H--4H--4N--,5S,3 ctrls.
1D--2S--2N--3H--4S--,4N,Beta; General Control Ask
1D--2S--2N--3H--4S--4N--,5C,No ctrls.
1D--2S--2N--3H--4S--4N--,5D,1 Control
1D--2S--2N--3H--4S--4N--,5H,2 ctrls.
1D--2S--2N--3H--4S--4N--,5S,3 ctrls.
1D--2S--2N--3S--,3N,shortage in !S
1D--2S--2N--3S--,4C,H or xx in !S
1D--2S--2N--3S--,4D,Hx or xxx in !S
1D--2S--2N--3S--3N--,4C,Beta; General Control Ask
1D--2S--2N--3S--3N--4C--,4D,No ctrls.
1D--2S--2N--3S--3N--4C--,4H,1 Control
1D--2S--2N--3S--3N--4C--,4S,2 ctrls.
1D--2S--2N--3S--3N--4C--,4N,3 ctrls.
1D--2S--2N--3S--4C--,4D,Beta; General Control Ask
1D--2S--2N--3S--4C--4D--,4H,No ctrls.
1D--2S--2N--3S--4C--4D--,4S,1 Control
1D--2S--2N--3S--4C--4D--,4N,2 ctrls.
1D--2S--2N--3S--4C--4D--,5C,3 ctrls.
1D--2S--2N--3S--4D--,4H,Beta; General Control Ask
1D--2S--2N--3S--4D--4H--,4S,No ctrls.
1D--2S--2N--3S--4D--4H--,4N,1 Control
1D--2S--2N--3S--4D--4H--,5C,2 ctrls.
1D--2S--2N--3S--4D--4H--,5D,3 ctrls.
1D--2S--2N--3N--,4C,Beta; General Control Ask
1D--2S--2N--3N--4C--,4D,0-4 ctrls.
1D--2S--2N--3N--4C--,4H,5 ctrls.
1D--2S--2N--3N--4C--,4S,6 ctrls.
1D--2S--2N--3N--4C--,4N,7 ctrls.
1D--2S--2N--3N--4C--,5C,8 ctrls.
1D--2S--2N--3N--4C--,5D,9 ctrls.
1D--2S--3C--,3D,Iota; Trump Asking in !D
1D--2S--3C--,3H,Iota; Trump Asking in !H.
1D--2S--3C--,3S,Theta; Trump Asking in !S. Sets !S as Trumps
1D--2S--3C--,3N,To Play
1D--2S--3C--,4C,Iota; Trump Asking in !C
1D--2S--3C--,4D,Beta; General Control Ask
1D--2S--3C--3D--,3H,Less than Hx or xxx in !D
1D--2S--3C--3D--,3S,Hx or xxx in !D
1D--2S--3C--3D--,3N,HH or Hxx in !D
1D--2S--3C--3D--,4C,xxxx in !D
1D--2S--3C--3D--,4D,HHx or Hxxx in !D
1D--2S--3C--3D--,4H,HHxx in !D
1D--2S--3C--3D--,4S,xxxxx or xxxxxx in !D
1D--2S--3C--3D--,4N,Hxxxx or Hxxxxx in !D
1D--2S--3C--3D--,5C,HHxxx or HHxxxx in !D
1D--2S--3C--3D--3N--,4C,Beta; General Control Ask
1D--2S--3C--3D--3N--4C--,4D,4 ctrls.
1D--2S--3C--3D--3N--4C--,4H,5 ctrls.
1D--2S--3C--3D--3N--4C--,4S,6 ctrls.
1D--2S--3C--3D--3N--4C--,4N,7 ctrls.
1D--2S--3C--3D--4C--,4H,Beta; General Control Ask
1D--2S--3C--3D--4C--4H--,4S,4 ctrls.
1D--2S--3C--3D--4C--4H--,4N,5 ctrls.
1D--2S--3C--3D--4C--4H--,5C,6 ctrls.
1D--2S--3C--3D--4C--4H--,5D,7 ctrls.
1D--2S--3C--3D--4D--,4H,Beta; General Control Ask
1D--2S--3C--3D--4D--4H--,4S,4 ctrls.
1D--2S--3C--3D--4D--4H--,4N,5 ctrls.
1D--2S--3C--3D--4D--4H--,5C,6 ctrls.
1D--2S--3C--3D--4D--4H--,5D,7 ctrls.
1D--2S--3C--3D--4H--,4N,Beta; General Control Ask
1D--2S--3C--3D--4H--4N--,5C,4 ctrls.
1D--2S--3C--3D--4H--4N--,5D,5 ctrls.
1D--2S--3C--3D--4H--4N--,5H,6 ctrls.
1D--2S--3C--3D--4H--4N--,5S,7 ctrls.
1D--2S--3C--3D--4S--,4N,Beta; General Control Ask
1D--2S--3C--3D--4S--4N--,5C,4 ctrls.
1D--2S--3C--3D--4S--4N--,5D,5 ctrls.
1D--2S--3C--3D--4S--4N--,5H,6 ctrls.
1D--2S--3C--3D--4S--4N--,5S,7 ctrls.
1D--2S--3C--3H--,3S,Less than Hx or xxx in !H
1D--2S--3C--3H--,3N,Hx or xxx in !H
1D--2S--3C--3H--,4C,HH or Hxx in !H
1D--2S--3C--3H--,4D,xxxx in !H
1D--2S--3C--3H--,4H,HHx or Hxxx in !H
1D--2S--3C--3H--,4S,HHxx in !H
1D--2S--3C--3H--3S--,4C,Beta; General Control Ask
1D--2S--3C--3H--3S--4C--,4D,4 ctrls.
1D--2S--3C--3H--3S--4C--,4H,5 ctrls.
1D--2S--3C--3H--3S--4C--,4S,6 ctrls.
1D--2S--3C--3H--3S--4C--,4N,7 ctrls.
1D--2S--3C--3H--3N--,4C,Beta; General Control Ask
1D--2S--3C--3H--3N--4C--,4D,No ctrls.
1D--2S--3C--3H--3N--4C--,4H,1 ctrls.
1D--2S--3C--3H--3N--4C--,4S,2 ctrls.
1D--2S--3C--3H--3N--4C--,4N,3 ctrls.
1D--2S--3C--3H--4C--,4D,Beta; General Control Ask
1D--2S--3C--3H--4C--4D--,4H,4 ctrls.
1D--2S--3C--3H--4C--4D--,4S,5 ctrls.
1D--2S--3C--3H--4C--4D--,4N,6 ctrls.
1D--2S--3C--3H--4C--4D--,5C,7 ctrls.
1D--2S--3C--3H--4D--,4N,Beta; General Control Ask
1D--2S--3C--3H--4D--4N--,5C,4 ctrls.
1D--2S--3C--3H--4D--4N--,5D,5 Control
1D--2S--3C--3H--4D--4N--,5H,6 ctrls.
1D--2S--3C--3H--4D--4N--,5S,7 ctrls.
1D--2S--3C--3H--4H--,4N,Beta; General Control Ask
1D--2S--3C--3H--4H--4N--,5C,4 ctrls.
1D--2S--3C--3H--4H--4N--,5D,5 Control
1D--2S--3C--3H--4H--4N--,5H,6 ctrls.
1D--2S--3C--3H--4H--4N--,5S,7 ctrls.
1D--2S--3C--3H--4S--,4N,Beta; General Control Ask
1D--2S--3C--3H--4S--4N--,5C,4 ctrls.
1D--2S--3C--3H--4S--4N--,5D,5 Control
1D--2S--3C--3H--4S--4N--,5H,6 ctrls.
1D--2S--3C--3H--4S--4N--,5S,7 ctrls.
1D--2S--3C--3S--,3N,shortage in !S
1D--2S--3C--3S--,4C,H or xx in !S
1D--2S--3C--3S--,4D,Hx or xxx in !S
1D--2S--3C--3S--3N--,4C,Beta; General Control Ask
1D--2S--3C--3S--3N--4C--,4D,4 ctrls.
1D--2S--3C--3S--3N--4C--,4H,5 Control
1D--2S--3C--3S--3N--4C--,4S,6 ctrls.
1D--2S--3C--3S--3N--4C--,4N,7 ctrls.
1D--2S--3C--3S--4C--,4D,Beta; General Control Ask
1D--2S--3C--3S--4C--4D--,4H,4 ctrls.
1D--2S--3C--3S--4C--4D--,4S,5 Control
1D--2S--3C--3S--4C--4D--,4N,6 ctrls.
1D--2S--3C--3S--4C--4D--,5C,7 ctrls.
1D--2S--3C--3S--4D--,4H,Beta; General Control Ask
1D--2S--3C--3S--4D--4H--,4S,4 ctrls.
1D--2S--3C--3S--4D--4H--,4N,5 Control
1D--2S--3C--3S--4D--4H--,5C,6 ctrls.
1D--2S--3C--3S--4D--4H--,5D,7 ctrls.
1D--2S--3C--3N--,4C,Beta; General Control Ask
1D--2S--3C--3N--4C--,4D,0-4 ctrls.
1D--2S--3C--3N--4C--,4H,5 ctrls.
1D--2S--3C--3N--4C--,4S,6 ctrls.
1D--2S--3C--3N--4C--,4N,7 ctrls.
1D--2S--3C--3N--4C--,5C,8 ctrls.
1D--2S--3C--3N--4C--,5D,9 ctrls.
1D--2S--3C--4C--,4D,Less than Hx or xxx in !C
1D--2S--3C--4C--,4H,Hx or xxx in !C
1D--2S--3C--4C--,4S,HH or Hxx in !C
1D--2S--3C--4C--,4N,xxxx in !C
1D--2S--3C--4C--,5C,HHx or Hxxx in !C
1D--2S--3C--4C--,5D,xxxxx or xxxxxx in !C
1D--2S--3C--4C--,5H,Hxxxx or Hxxxxx in !C
1D--2S--3C--4C--,5S,HHxxx in !C
1D--2S--3C--4C--4S--,4N,Beta; General Control Ask
1D--2S--3C--4C--4S--4N--,5C,4 ctrls.
1D--2S--3C--4C--4S--4N--,5D,5 ctrls.
1D--2S--3C--4C--4S--4N--,5H,6 ctrls.
1D--2S--3C--4C--4S--4N--,5S,7 ctrls.
1D--2S--3C--4D--,4H,4 ctrls.
1D--2S--3C--4D--,4S,5 ctrls.
1D--2S--3C--4D--,4N,6 ctrls.
1D--2S--3C--4D--,5C,7 ctrls.
1D--2S--3D--,4C,Beta; General Control Ask
1D--2S--3D--4C--,4D,No ctrls.
1D--2S--3D--4C--,4H,1 ctrls.
1D--2S--3D--4C--,4S,2 ctrls.
1D--2S--3D--4C--,4N,3 ctrls.
1D--2S--3H--,4C,Beta; General Control Ask
1D--2S--3H--4C--,4D,0-4 ctrls.
1D--2S--3H--4C--,4H,5 ctrls.
1D--2S--3H--4C--,4S,6 ctrls.
1D--2S--3H--4C--,4N,7 ctrls.
1D--2N--,3C,5-card !C and 4-card !D; Upper Range
1D--2N--,3D,5+-card !D; Upper Range. May have a 4CM if 2452 or 4252
1D--2N--,3H,4-card !H (Lower range if with 5-card !D or any range if bal. or 2452 shape)
1D--2N--,3S,4-card !S (Lower range if with 5-card !D or any range if bal. or 4252 shape)
1D--2N--,3N,Any lower-range hand not containing a 4CM and or with 4252 or 2452 shape
1D--2N--,4C,Weak 6-card !C; Upper Range
1D--2N--,4D,6+-card !D; Upper Range; no 4CM
1D--2N--,4H,4-card !H with 5+-card !D; Upper range and not 2452 shape
1D--2N--,4S,4-card !S with 5+-card !D; Upper range and not 4252 shape
1D--2N--3C--,3D,Constructive
1D--2N--3C--,3H,Suit looking for a 4-3 fit. Implies a !S weakness
1D--2N--3C--,3S,Suit looking for a 4-3 fit. Implies a !H weakness
1D--2N--3C--,3N,To Play. min. 16-18 point hand.
1D--2N--3C--,4C,Slam try in !C
1D--2N--3C--3D--,3H,3-card fragment
1D--2N--3C--3D--,3S,3-card fragment
1D--2N--3C--3D--3H--,3S,Beta; General Control Ask
1D--2N--3C--3D--3H--,3N,To Play
1D--2N--3C--3D--3H--,4C,Constructive and forcing. Implies no strong holding in !S
1D--2N--3C--3D--3H--,4D,Constructive and forcing. Implies no strong holding in !S
1D--2N--3C--3D--3H--,4H,To Play
1D--2N--3C--3D--3H--3S--,3N,0-2 ctrls.
1D--2N--3C--3D--3H--3S--,4C,3 ctrls.
1D--2N--3C--3D--3H--3S--,4D,4 ctrls.
1D--2N--3C--3D--3H--3S--,4H,5 ctrls.
1D--2N--3C--3D--3H--3S--,4S,6 ctrls.
1D--2N--3C--3D--3H--3S--,4N,7 ctrls.
1D--2N--3C--3D--3S--,3N,To Play
1D--2N--3C--3D--3S--,4C,Constructive and forcing. Implies no strong holding in !H
1D--2N--3C--3D--3S--,4D,Constructive and forcing. Implies no strong holding in !H
1D--2N--3C--3D--3S--,4H,Beta; General Control Ask
1D--2N--3C--3D--3S--,4S,To Play
1D--2N--3C--3D--3S--4H--,4S,0-2 ctrls.
1D--2N--3C--3D--3S--4H--,4N,3 ctrls.
1D--2N--3C--3D--3S--4H--,5C,4 ctrls.
1D--2N--3C--3D--3S--4H--,5D,5 ctrls.
1D--2N--3C--3D--3S--4H--,5H,6 ctrls.
1D--2N--3C--3D--3S--4H--,5S,7 ctrls.
1D--2N--3C--4C--,4D,Beta; General Control Ask
1D--2N--3C--4C--4D--,4H,0-4 ctrls.
1D--2N--3C--4C--4D--,4S,5 ctrls.
1D--2N--3C--4C--4D--,4N,6 ctrls.
1D--2N--3C--4C--4D--,5C,7 ctrls.
1D--2N--3C--4C--4D--,5D,8 ctrls.
1D--2N--3C--4C--4D--,5H,9 ctrls.
1D--2N--4C--,4D,Beta; General Control Ask
1D--2N--4C--4D--,4H,0-2 ctrls.
1D--2N--4C--4D--,4S,3 ctrls.
1D--2N--4C--4D--,4N,4 ctrls.
1D--2N--4C--4D--,5C,5 ctrls.
1D--2N--4C--4D--,5D,6 ctrls.
1D--2N--4C--4D--,5H,7 ctrls.
1D--2N--4D--,4H,Beta; General Control Ask
1D--2N--4D--4H--,4S,0-2 ctrls.
1D--2N--4D--4H--,4N,3 ctrls.
1D--2N--4D--4H--,5C,4 ctrls.
1D--2N--4D--4H--,5D,5 ctrls.
1D--2N--4D--4H--,5H,6 ctrls.
1D--2N--4D--4H--,5S,7 ctrls.
1D--2N--4H--,4N,Beta; General Control Ask
1D--2N--4H--4N--,5C,0-2 ctrls.
1D--2N--4H--4N--,5D,3 ctrls.
1D--2N--4H--4N--,5H,4 ctrls.
1D--2N--4H--4N--,5S,5 ctrls.
1D--2N--4H--4N--,5N,6 ctrls.
1D--2N--4H--4N--,6C,7 ctrls.
1D--2N--4S--,4N,Beta; General Control Ask
1D--2N--4S--4N--,5C,0-2 ctrls.
1D--2N--4S--4N--,5D,3 ctrls.
1D--2N--4S--4N--,5H,4 ctrls.
1D--2N--4S--4N--,5S,5 ctrls.
1D--2N--4S--4N--,5N,6 ctrls.
1D--2N--4S--4N--,6C,7 ctrls.
1D--3C--,3D,Less than Qxx or xxxx in !C; 0-3 ctrls.
1D--3C--,3H,Less than Qxx or xxxx in !C; 4+ ctrls.
